item,subgraph_count,subgraph_list,subgraph_code_list
<http://www.wikidata.org/entity/Q4086036>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q47186340>,2,house|building,Q3947|Q41176
<http://www.wikidata.org/entity/Q6485323>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q67086798>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q71860915>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q7727697>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q90686535>,2,business|building,Q4830453|Q41176
<http://www.wikidata.org/entity/Q9267725>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q13652198>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q13661965>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q13664209>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q14682465>,2,primary school|church building,Q9842|Q16970
<http://www.wikidata.org/entity/Q1589344>,2,stream|watercourse,Q47521|Q355304
<http://www.wikidata.org/entity/Q16696740>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q17575146>,2,house|building,Q3947|Q41176
<http://www.wikidata.org/entity/Q18787717>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q20661951>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q2138899>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24206067>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q24305618>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25020211>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25255364>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25278088>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25296743>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q2621569>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q28226352>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227229>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227775>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28228460>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28230596>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28249127>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q28252697>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28261399>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313760>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28329136>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q29521645>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q29575567>,2,architectural structure|house,Q811979|Q3947
<http://www.wikidata.org/entity/Q30092716>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q34819935>,2,"Wikinews article|version, edition, or translation",Q17633526|Q3331189
<http://www.wikidata.org/entity/Q3668583>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q41494347>,2,"Wikinews article|version, edition, or translation",Q17633526|Q3331189
<http://www.wikidata.org/entity/Q417199>,2,protein|chemical compound,Q8054|Q11173
<http://www.wikidata.org/entity/Q4188416>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q6115028>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q13656089>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q1678421>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q18217164>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q18769095>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q21343742>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q23690891>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23699305>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23700294>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24821880>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24966514>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24976754>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25024107>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25179248>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25278268>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25283447>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28226754>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231877>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231962>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28232333>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233992>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28234489>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310772>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310846>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312570>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313861>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28315123>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29787090>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29874596>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q30433765>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q3458726>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q4149511>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q49405477>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q60780903>,2,item of collection or exhibition|literary work,Q18593264|Q7725634
<http://www.wikidata.org/entity/Q6477729>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q6525916>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q7296939>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q102076683>,2,mountain|taxon,Q8502|Q16521
<http://www.wikidata.org/entity/Q10361834>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q105354289>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q14758604>,2,family name|Wikimedia disambiguation page,Q101352|Q4167410
<http://www.wikidata.org/entity/Q21651117>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q21962023>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q21964129>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q22402534>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q22752749>,2,church building|building,Q16970|Q41176
<http://www.wikidata.org/entity/Q23673217>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q23702804>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24843412>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24855258>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24882844>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24989926>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25022663>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25052034>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25255101>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25269828>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25290547>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25293922>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28230916>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28232471>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233805>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310311>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310505>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313657>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313811>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28314899>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28490532>,2,family name|Wikimedia disambiguation page,Q101352|Q4167410
<http://www.wikidata.org/entity/Q29786435>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29881383>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29892347>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q30074085>,2,house|building,Q3947|Q41176
<http://www.wikidata.org/entity/Q34819140>,2,"Wikinews article|version, edition, or translation",Q17633526|Q3331189
<http://www.wikidata.org/entity/Q6509438>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q7353836>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q7447129>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q7984374>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q1022305>,2,human settlement|village in India,Q486972|Q56436498
<http://www.wikidata.org/entity/Q103836675>,2,"scholarly article|version, edition, or translation",Q13442814|Q3331189
<http://www.wikidata.org/entity/Q10661201>,2,human settlement|island,Q486972|Q23442
<http://www.wikidata.org/entity/Q11147873>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q12094295>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q12519933>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q23706795>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23980362>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24818362>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24838288>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24842026>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24872702>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25022141>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25033608>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25049583>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25050300>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25178995>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25209685>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25233938>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25273342>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25273866>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28232685>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234198>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28245072>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28260000>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28264993>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28265446>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28270434>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28273108>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314267>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29785220>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29890272>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29891031>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q35377761>,2,stream|watercourse,Q47521|Q355304
<http://www.wikidata.org/entity/Q4206580>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q602538>,2,human settlement|mountain,Q486972|Q8502
<http://www.wikidata.org/entity/Q64074768>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q13032383>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q13133807>,2,village|human settlement,Q532|Q486972
<http://www.wikidata.org/entity/Q15392025>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q16876989>,2,Wikimedia list article|Wikimedia category,Q13406463|Q4167836
<http://www.wikidata.org/entity/Q20664174>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21633509>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q21651065>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q23696024>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24843460>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023532>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024034>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25048364>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25134525>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25178657>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28229214>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28230372>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28230859>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231839>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233798>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28249371>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28308597>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309450>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309760>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310406>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313381>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29882557>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q30232454>,2,building|house,Q41176|Q3947
<http://www.wikidata.org/entity/Q4169704>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4285003>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q7901411>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q7984420>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q11690557>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q12123856>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q12145186>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q12821034>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q1774795>,2,Wikimedia list article|Wikimedia disambiguation page,Q13406463|Q4167410
<http://www.wikidata.org/entity/Q20466382>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q20538555>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q20574547>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q21757977>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q21963418>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q22602781>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q23695560>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23700255>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23960088>,2,watercourse|stream,Q355304|Q47521
<http://www.wikidata.org/entity/Q24850111>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24999993>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25017864>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25023969>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25181346>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25299937>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q2662514>,2,mountain|island,Q8502|Q23442
<http://www.wikidata.org/entity/Q27851547>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q28227208>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227454>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28231284>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28234216>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28234449>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28283046>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28293926>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28311292>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313055>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313129>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29892461>,2,architectural structure|house,Q811979|Q3947
<http://www.wikidata.org/entity/Q31528739>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q3669742>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q4125519>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q48773603>,2,Wikimedia list article|Wikimedia disambiguation page,Q13406463|Q4167410
<http://www.wikidata.org/entity/Q5797893>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q12270390>,2,building|primary school,Q41176|Q9842
<http://www.wikidata.org/entity/Q14214044>,2,island|human settlement,Q23442|Q486972
<http://www.wikidata.org/entity/Q14858016>,2,watercourse|stream,Q355304|Q47521
<http://www.wikidata.org/entity/Q16698543>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q16857355>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q17060185>,2,Wikimedia list article|human settlement,Q13406463|Q486972
<http://www.wikidata.org/entity/Q21650375>,2,village|hamlet,Q532|Q5084
<http://www.wikidata.org/entity/Q22598693>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q23702703>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24819259>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24831265>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24847342>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24849591>,2,watercourse|river,Q355304|Q4022
